,#TFBS_nonBlackList,#TFMS,TFBS_nonBlackList dis-to-neighbor median,TFMS dis-to-neighbor median,TFMS percentile-1,TFMS percentile-5,log10-dis T-test-s,log10-dis T-test-p,log10-dis Wilcoxon-rank-sum-s,log10-dis Wilcoxon-rank-sum-p,log10-dis ks_2samp-s,log10-dis ks_2samp-p,log10-dis ks_2samp-s less,log10-dis ks_2samp-p less,log10-dis ks_2samp-s greater,log10-dis ks_2samp-p greater,TFBS_nonBlackList overlap SE,TFMS overlap SE,fisher_exact_s,fisher_exact_p,log10-dis ks_2samp-s signed,log10-dis ks_2samp-p signed,log10-dis ks_2samp-s signed std,PeaksFCAbove10,log10-dis T-test-p Fisher-TF-Celltype-combined,log10-dis Wilcoxon-rank-sum-p Fisher-TF-Celltype-combined,fisher_exact_p Fisher-TF-Celltype-combined,log10-dis ks_2samp-p signed Fisher-TF-Celltype-combined
SK-N-SH_MXI1,55695.0,55695.0,17035.0,28121.0,116.0,1151.35,55.793407872795385,0.0,54.494445645124216,0.0,0.13302809947032948,0.0,0.13302809947032948,0.0,0.015261693150193014,2.2883011518084974e-06,0.0,0.0,0.0,0.0,0.13302809947032948,0.0,0.0017415589480655868,9905.0,0.0,0.0,0.0,0.0
GM12878_MXI1,40230.0,40230.0,18301.0,38522.0,164.435,1658.4,59.36483069776776,0.0,61.174137089343986,0.0,0.1923191648023863,0.0,0.1923191648023863,0.0,0.017138951031568483,7.251481074188971e-06,1545.0,224.5,7.115,5.849999999999997e-247,0.1923191648023863,0.0,0.002092838174493234,3473.0,0.0,0.0,1.1546079122704193e-107,0.0
K562_MXI1,14971.0,14971.0,39731.0,103593.0,583.05,5135.75,44.46751237998609,0.0,44.696751690568846,0.0,0.24343731213679776,0.0,0.24343731213679776,0.0,0.022376594749849762,0.00054292691824831,1372.0,156.5,9.55,7.179999999999996e-254,0.24343731213679776,0.0,0.0030857608621586625,1621.0,0.0,0.0,1.1508314413121215e-110,0.0
None_MYB,10853.0,10853.0,69299.0,179273.0,2429.02,12969.1,40.47816968700149,0.0,39.787154034938524,0.0,0.2714228510411105,0.0,0.2714228510411105,0.0,0.0344605178291717,2.441997549054618e-06,0.0,0.0,0.0,0.0,0.2714228510411105,0.0,0.0037357634485830943,2983.0,0.0,0.0,0.0,0.0
MOLT-3_MYB,47243.0,47243.0,18032.0,40895.0,496.5,2860.25,77.06882354045462,0.0,77.27932976394007,0.0,0.23724149609465955,0.0,0.23724149609465955,0.0,0.026818787968587943,1.703275651256601e-15,0.0,0.0,0.0,0.0,0.23724149609465955,0.0,0.0018426610020415334,16586.0,0.0,0.0,0.0,0.0
DU-528_MYB,48528.0,48528.0,17644.5,39845.5,485.77,2778.175,67.14696014083785,0.0,78.16738988318872,0.0,0.2452913781734256,0.0,0.2452913781734256,0.0,0.02728321793603694,1.9959052816014088e-16,0.0,0.0,0.0,0.0,0.2452913781734256,0.0,0.0017799069848872472,15839.0,0.0,0.0,0.0,0.0
T-ALL_MYB,55663.0,55663.0,16249.5,34706.5,427.24,2417.5,73.95860172454198,0.0,77.30914945939139,0.0,0.23063591521130522,0.0,0.23063591521130522,0.0,0.027073639581050246,1.048201501974486e-18,2982.0,424.0,7.39,0.0,0.23063591521130522,0.0,0.0015635169333317084,13784.0,0.0,0.0,0.0,0.0
PF382_MYB,59419.0,59419.0,15601.0,32505.0,393.18,2250.4,73.03589249942902,0.0,80.45638220599992,0.0,0.2220333563338326,0.0,0.2220333563338326,0.0,0.01948030091384917,1.5810797612654347e-10,0.0,0.0,0.0,0.0,0.2220333563338326,0.0,0.0015672679303202785,17944.0,0.0,0.0,0.0,0.0
HepG2_MYBL2,64259.0,64259.0,13281.0,34873.5,186.29000000000002,1874.5,95.41107351094499,0.0,104.39991293409653,0.0,0.2757590376445323,0.0,0.2757590376445323,0.0,0.017981916929924235,9.299139935846952e-10,1678.0,172.5,9.96,1.32650000004e-313,0.2757590376445323,0.0,0.0014454133749476623,1382.0,0.0,0.0,1.3155829843875973e-136,0.0
H1_MYC,19529.0,19529.0,52295.0,78704.5,492.06,3914.5,24.260850608921892,4.610937210435134e-129,24.107940788645262,2.1309006565908834e-128,0.11334425725843617,1.0684792021179467e-109,0.11334425725843617,1.0382718716764688e-109,0.013467151415843093,0.02857200251167429,455.0,82.0,5.66,1.9899999999999996e-64,0.11334425725843617,1.0382718716764688e-109,0.002868208709706125,907.0,1.8377728224919909e-56,3.572724288786319e-56,2.162436683833213e-28,4.6664357249239205e-48
BJ_MYC,36824.5,36824.5,50038.0,80201.875,530.6,4067.25,21.477947270647668,6.171570940417247e-98,23.49114311128207,1.106118329684993e-118,0.10765014783703056,1.1454122800142217e-105,0.10765014783703056,1.642300082143157e-105,0.015067479265116271,0.03215100671159672,0.0,0.0,0.0,0.0,0.10765014783703056,1.642300082143157e-105,0.0028406069234548784,1561.0,3.663671929942615e-86,1.0186252758037427e-103,0.0,3.892606241355839e-102
MCF-10A_MYC,22468.5,22468.5,44983.25,77760.375,492.72249999999997,3895.5,28.764831422340684,9.3602363308784e-158,32.273840621119604,5.766374811814199e-160,0.13051430016008794,3.162039784422895e-144,0.13051430016008794,7.873372348673196e-144,0.018519859089118164,0.007159191233332992,0.0,0.0,0.0,0.0,0.13051430016008794,7.873372348673196e-144,0.0031091736678980687,4154.5,0.0,0.0,0.0,0.0
LoVo_MYC,36700.0,36700.0,22564.5,41773.5,220.985,1924.975,46.77414318505622,0.0,48.884761109287,0.0,0.1619891008174387,0.0,0.1619891008174387,0.0,0.014836512261580337,0.000305605962073193,0.0,0.0,0.0,0.0,0.1619891008174387,0.0,0.0021257311634827274,3194.0,0.0,0.0,0.0,0.0
Gen2.2_MYC,22813.0,22813.0,50676.0,67386.5,401.3,3332.3999999999996,25.202346748169205,3.461467828624999e-139,20.121214159852613,4.872876327724312e-90,0.08146670757901198,2.697426478178131e-66,0.08146670757901198,1.6267415511608828e-66,0.010125805461798143,0.09544674155232628,0.0,0.0,0.0,0.0,0.08146670757901198,1.6267415511608828e-66,0.0024304967552078185,2802.0,7.366560973089268e-61,1.6300391224164556e-39,0.0,2.68125845383695e-29
U87_MYC,29093.0,29093.0,27216.0,52649.5,293.96000000000004,2524.8999999999996,51.45619881683034,0.0,47.64615495320809,0.0,0.17280789193276735,0.0,0.17280789193276735,0.0,0.015914481146667603,0.0006209132051557885,3448.0,595.0,6.44,0.0,0.17280789193276735,0.0,0.0026746879218914137,2726.0,0.0,0.0,0.0,0.0
U2OS_MYC,17712.0,17712.0,58005.0,87118.75,550.2049999999999,4406.35,32.19472166049276,3.6887009902001514e-224,27.331507606426353,1.8545939941994402e-164,0.1311571397204128,4.064220521389289e-137,0.1311571397204128,5.686887158949401e-137,0.014713070681396044,0.019592331443770712,0.0,0.0,0.0,0.0,0.1311571397204128,5.686887158949401e-137,0.0033254899407954403,2716.0,0.0,0.0,0.0,0.0
MCF-7_MYC,148733.0,148733.0,7849.5,10776.0,51.0,400.0,38.86069326904868,0.0,47.03150045759247,0.0,0.10061416055764724,0.0,0.10061416055764724,0.0,0.032392035399223036,4.946211094094511e-48,1186.0,327.25,3.6975000000000002,3.6752439999999987e-100,0.10061416055764724,0.0,0.0008917092092280041,9640.5,0.0,0.0,5.206070464112583e-243,0.0
HepG2_MYC,11395.0,11395.0,62214.5,140538.5,1011.2775,7342.225,33.6137283530921,3.5373307272889573e-209,33.2165530633855,2.6381850867697723e-204,0.20964392542486124,2.1724316298699122e-182,0.20964392542486124,1.0862158149349635e-182,0.023103522528155757,0.0027719894999727566,474.5,42.25,11.715,5.0499999999999984e-82,0.20964392542486124,1.0862158149349635e-182,0.004060500701361998,1499.0,0.0,0.0,3.324602576633498e-178,0.0
None_MYC,10297.0,10297.0,106976.25,150923.375,1081.29,7939.049999999999,19.630164907920857,5.320530605647704e-54,18.861314104323423,1.9465780615908255e-51,0.12832173172127986,3.597950637042942e-48,0.12832173172127986,2.2453341504360733e-48,0.01514829127568168,0.054287113661516014,0.0,0.0,0.0,0.0,0.12832173172127986,2.2453341504360733e-48,0.0037201944759663744,1478.5,0.0,0.0,0.0,0.0
MDA-MB-453_MYC,98309.0,98309.0,10489.0,15780.0,75.0,627.5,49.35437154133692,0.0,57.01105406239548,0.0,0.12109776317529425,0.0,0.12109776317529425,0.0,0.023726210214731102,9.023161815829532e-25,0.0,0.0,0.0,0.0,0.12109776317529425,0.0,0.0011749835314037787,6640.0,0.0,0.0,0.0,0.0
HeLa_MYC,20330.0,20330.0,47906.5,75737.0,468.08000000000004,3766.95,31.20431136447047,9.937766597659686e-210,30.5854034477388,1.9138931592817237e-205,0.17534677210267047,4.02036966701516e-192,0.17534677210267047,6.006201114297049e-191,0.017046927663987632,0.0018429000154313398,1378.0,252.0,7.34,1.4899999999999992e-260,0.17534677210267047,6.006201114297049e-191,0.003295008118229445,1851.0,0.0,0.0,0.0,0.0
NB4_MYC,68735.0,68735.0,13362.0,22371.5,109.0,942.35,51.26440643675208,0.0,57.2178715479228,0.0,0.1384447515821634,0.0,0.1384447515821634,0.0,0.017909362042627483,2.6156611448593803e-10,0.0,0.0,0.0,0.0,0.1384447515821634,0.0,0.0016034362435444346,11410.0,0.0,0.0,0.0,0.0
MM1.S_MYC,45187.0,45187.0,21662.0,33924.0,176.86,1522.15,39.26548604520845,0.0,39.17243504574091,0.0,0.12024476066125214,3.987341410575332e-285,0.12024476066125214,1.6019512782000974e-284,0.013742890654391715,0.00019391745346930602,0.0,0.0,0.0,0.0,0.12024476066125214,1.6019512782000974e-284,0.002067399682900203,10143.0,0.0,0.0,0.0,5.6136483311027554e-124
IMEC_MYC,12925.0,12925.0,67899.0,119887.5,822.8,6195.2,28.426495851720937,4.717403240723936e-175,26.907679013209297,1.790309632995615e-159,0.15292069632495164,2.0943878993435614e-132,0.15292069632495164,4.721794426023402e-132,0.01686653771760149,0.024877991044908,0.0,0.0,0.0,0.0,0.15292069632495164,4.721794426023402e-132,0.003992755785591525,1772.0,1.9545697033136192e-76,1.1403093269605469e-69,0.0,9.244626546333199e-58
CA46_MYC,3514.0,3514.0,235591.5,449500.25,3951.875,25151.4,15.045025164339688,2.3049928530480366e-50,14.564750867425424,4.71069863192807e-48,0.17416050085372795,6.039654147071191e-47,0.17416050085372795,3.019827073535589e-47,0.025896414342629483,0.0947511044153227,0.0,0.0,0.0,0.0,0.17416050085372795,3.019827073535589e-47,0.007104135332130374,728.0,2.7719239032092053e-22,2.793715063058236e-21,0.0,6.260556176403309e-21
HUES64_MYC,11128.0,11128.0,92653.0,139525.75,1003.805,7336.425,15.40143221365486,3.0682540636601813e-53,17.39133838798364,9.850804067373668e-68,0.11826024442846875,2.9393945146070644e-68,0.11826024442846875,2.2865506401009194e-68,0.01514198418404028,0.07680592692740114,0.0,0.0,0.0,0.0,0.11826024442846875,2.2865506401009194e-68,0.004183867365106475,1487.0,1.562595869056311e-23,7.93294602829004e-30,0.0,4.206931886403681e-30
HEK293T_MYC,22386.0,22386.0,35000.5,68759.0,411.275,3344.375,51.339500770202044,0.0,43.59926547422722,0.0,0.1833958724202627,0.0,0.1833958724202627,0.0,0.0198784954882516,0.00014113283939172093,0.0,0.0,0.0,0.0,0.1833958724202627,0.0,0.00157783935247624,2039.0,0.0,0.0,0.0,0.0
A549_MYC,19832.0,19832.0,35878.0,77459.75,487.24,3906.2,46.56665922944443,0.0,45.041952745219696,0.0,0.20045885437676486,0.0,0.20045885437676486,0.0,0.018480233965308623,0.0011234765125654198,0.0,0.0,0.0,0.0,0.20045885437676486,0.0,0.002860118840648952,1054.0,0.0,0.0,0.0,0.0
HCT-116_MYC,13115.0,13115.0,57808.0,118061.5,806.9200000000001,6090.5,30.18025867379228,3.313137687498575e-196,26.28632833116896,3.092933454374151e-152,0.15473989965672036,5.723561234550705e-121,0.15473989965672036,3.981056205690441e-121,0.01857230877563598,0.002276551674156089,714.0,148.0,4.28,3.4199999999999993e-90,0.15473989965672036,3.981056205690441e-121,0.003545426012911666,2669.0,5.66589243894736e-248,2.9685065058861253e-230,1.0544628613412717e-100,3.6498194335727835e-188
T-ALL_MYC,18583.0,18583.0,49914.0,83111.5,515.96,4160.6,27.44178280202579,4.504976792106362e-164,28.08361632461095,1.5787585361867703e-173,0.13921325943066243,1.524643208285408e-157,0.13921325943066243,3.526038389285584e-157,0.020018296292310167,0.0005717409710122714,931.0,176.0,5.52,6.389999999999998e-128,0.13921325943066243,3.526038389285584e-157,0.0035963560850271526,2202.0,1.1470967219097677e-71,8.97805062657792e-76,5.756133982819155e-56,1.1309673855687862e-68
BL-41_MYC,18271.0,18271.0,35647.0,84291.0,539.1,4284.5,50.11862385679737,0.0,46.3861794548496,0.0,0.21851568058672216,0.0,0.21851568058672216,0.0,0.022412566361994405,0.0001010272353710856,0.0,0.0,0.0,0.0,0.21851568058672216,0.0,0.0028230508160617916,5577.0,0.0,0.0,0.0,0.0
Ramos_MYC,7838.0,7838.0,81785.0,199460.0,1535.425,10758.325,30.468133398911284,3.98674251170188e-198,29.402182519983064,6.3022610078234e-190,0.2269711661138045,2.598950981630849e-177,0.2269711661138045,1.29947549081543e-177,0.027494258739474357,0.002671713550909456,0.0,0.0,0.0,0.0,0.2269711661138045,1.29947549081543e-177,0.005103694498687335,1824.0,1.8643942187594924e-86,6.780555996682347e-83,0.0,1.5110733910694815e-77
GM12878_MYC,17035.0,17035.0,61692.0,133931.75,1006.8299999999999,7001.7,40.05413598186814,1.5641959904681963e-171,38.022026511600316,1.4460705227150947e-147,0.200027127678787,3.4341283897430374e-136,0.200027127678787,1.717064194871519e-136,0.022677155275386184,0.0024175403772014287,735.0,91.75,7.194999999999999,2.7550000000000002e-27,0.200027127678787,1.717064194871519e-136,0.0034526618409002462,1935.5,0.0,0.0,1.1881545473037842e-109,0.0
P493-6_MYC,13047.0,13047.0,54037.25,118950.375,827.6875,6155.4625,39.010806675078676,4.556020378286616e-255,37.515083801828126,1.135343012373985e-242,0.21840482540027312,1.2907577805027473e-221,0.21840482540027312,1.7794424692848584e-219,0.024084708176998343,0.00040915546708453963,0.0,0.0,0.0,0.0,0.21840482540027312,1.7794424692848584e-219,0.0036769137713043507,1616.5,0.0,0.0,0.0,0.0
IMR-5_MYC,15873.0,15873.0,54200.0,97620.0,644.085,4977.575000000001,40.724920288384766,0.0,31.972558146724882,5.699323223670887e-215,0.1614747746532958,1.177645711587578e-171,0.1614747746532958,4.521714147738661e-171,0.017413690838156,0.009729951515044459,0.0,0.0,0.0,0.0,0.1614747746532958,4.521714147738661e-171,0.0030162093607032097,2325.5,0.0,2.2963374139630843e-192,0.0,5.216630642207751e-154
GP5d_MYC,14152.0,14152.0,58910.0,109661.5,736.835,5635.925,34.60676098465474,4.742655328072653e-257,30.901668105697517,1.1344656587198128e-209,0.16485302430751833,1.5995807822605736e-168,0.16485302430751833,7.903746513351019e-168,0.017382702091577162,0.013656667478854703,0.0,0.0,0.0,0.0,0.16485302430751833,7.903746513351019e-168,0.0035822103865532488,817.0,4.785315599941854e-112,1.8040512248726215e-91,0.0,2.68195174305538e-73
NHEK_MYC,11917.0,11917.0,88939.0,130264.0,926.76,6779.700000000001,18.564605544584573,2.2495797534324886e-76,18.009927540163734,1.6523831400674454e-72,0.10892003020894515,5.302367343598847e-62,0.10892003020894515,3.6569608648958467e-62,0.013594025341948536,0.1090633764131688,0.0,0.0,0.0,0.0,0.10892003020894515,3.6569608648958467e-62,0.004178487407622129,1733.0,1.4013127326184738e-33,6.691471003118866e-32,0.0,2.081144168707446e-27
Raji_MYC,22682.5,22682.5,29173.75,70789.75,428.855,3491.4,51.565039962111925,0.0,51.71435921857679,0.0,0.22220643986948974,0.0,0.22220643986948974,0.0,0.021503467433958867,5.016832426059706e-05,0.0,0.0,0.0,0.0,0.22220643986948974,0.0,0.0028307812624056537,1471.5,0.0,0.0,0.0,0.0
K562_MYC,26257.0,26257.0,26252.0,58485.0,332.34000000000003,2822.3,50.08239901718066,0.0,52.68076946572913,0.0,0.2104581635373424,0.0,0.2104581635373424,0.0,0.017529945445920306,0.00022597308890380288,2094.0,269.5,8.355,0.0,0.2104581635373424,0.0,0.002655099213139962,4839.0,0.0,0.0,0.0,0.0
LNCaP_MYC,40465.5,40465.5,9955.5,37877.5,201.61,1723.875,79.70795864490326,0.0,88.52821445837155,0.0,0.31733519112182396,0.0,0.31733519112182396,0.0,0.022574678841112805,7.91680359195369e-10,1155.5,727.0,1.58,7.305e-23,0.31733519112182396,0.0,0.0020575122397330963,10397.0,0.0,0.0,1.5391614439976884e-120,0.0
H2171_MYC,60376.5,60376.5,18545.5,33227.25,175.25,1515.275,48.66981446818015,0.0,56.36491213561196,0.0,0.1583120244729729,0.0,0.1583120244729729,0.0,0.018905727461571938,0.0008945299579332675,2586.0,774.75,3.6375,1.2024999999999995e-164,0.1583120244729729,0.0,0.0020324069097870543,12898.5,0.0,0.0,8.57182640511572e-200,0.0
KELLY_MYCN,22531.0,22531.0,46573.0,69627.5,420.15,3449.5,27.035876986612013,1.0621445438707222e-159,26.260257589078485,5.496890284606195e-152,0.1123785007323243,2.192692802157886e-124,0.1123785007323243,2.376928662323623e-124,0.012338555767609116,0.0319859972092377,0.0,0.0,0.0,0.0,0.1123785007323243,2.376928662323623e-124,0.002676115942087488,1195.0,9.089683890884055e-70,2.035483140798607e-66,0.0,2.0454364083011688e-54
NGP_MYCN,16661.0,16661.0,62153.0,99073.75,660.8299999999999,5036.400000000001,29.019439062530555,1.0312859715678852e-114,25.44869322718401,3.740803604077891e-111,0.13109620175698722,2.9408369808352964e-95,0.13109620175698722,2.3525885529754695e-95,0.015540442623785067,0.029220649136819956,0.0,0.0,0.0,0.0,0.13109620175698722,2.3525885529754695e-95,0.0032372325467871664,1071.5,1.3986511389261765e-162,1.693916343824104e-123,0.0,2.751707407228108e-101
SHEP-21N_MYCN,29644.0,29644.0,29758.0,52995.0,300.93,2539.875,45.085121734874875,0.0,43.42088266756711,0.0,0.15416273107542844,4.499761141422904e-308,0.15416273107542844,9.168555995697307e-307,0.0154162731075429,0.0008582174234838642,0.0,0.0,0.0,0.0,0.15416273107542844,9.168555995697307e-307,0.0026682903016628113,2570.0,0.0,0.0,0.0,1.2288985863036857e-133
T.T_MYCN,9524.0,9524.0,85399.0,165751.75,1225.335,8732.75,24.336270894222714,8.208248425265611e-129,25.475402672186796,3.7116213230472233e-143,0.17996640067198655,4.3659684000923544e-135,0.17996640067198655,2.18298420004618e-135,0.02246955060898782,0.008158980673684006,0.0,0.0,0.0,0.0,0.17996640067198655,2.18298420004618e-135,0.0039360204647554365,566.0,2.36083577830869e-56,1.3907447940317998e-62,0.0,3.292249530637801e-59
D-341_NEUROD1,39390.5,39390.5,28534.0,49038.75,531.1975,3181.125,49.15107783513078,0.0,46.09017539705546,0.0,0.1699593997069006,0.0,0.1699593997069006,0.0,0.02277500291417517,9.250865992004009e-09,0.0,0.0,0.0,0.0,0.1699593997069006,0.0,0.002041405723448322,10813.0,0.0,0.0,0.0,0.0
None_NEUROG2,37417.5,37417.5,28854.0,52722.5,668.3225,3747.1,46.082406268971724,0.0,49.90709415330123,0.0,0.21164671986460473,0.0,0.21164671986460473,0.0,0.023603264741707042,2.6168737242511402e-08,0.0,0.0,0.0,0.0,0.21164671986460473,0.0,0.00210499549879468,2629.5,0.0,0.0,0.0,0.0
None_NFATC1,13589.0,13589.0,51222.75,138156.625,1926.855,9908.7125,54.39810279901471,0.0,47.32386842758243,0.0,0.27453441510032695,0.0,0.27453441510032695,0.0,0.03224642248574211,7.627722747078499e-07,0.0,0.0,0.0,0.0,0.27453441510032695,0.0,0.003136237011069687,2338.5,0.0,0.0,0.0,0.0
GM12878_NFATC1,21738.0,21738.0,43691.5,85910.0,1183.1100000000001,6176.325,42.62389883429532,0.0,42.633744790972,0.0,0.2013524703284572,0.0,0.2013524703284572,0.0,0.02458827859048668,1.9132028053534445e-06,874.0,66.5,13.655000000000001,1.3279999999999996e-183,0.2013524703284572,0.0,0.0021131318276038113,1370.0,0.0,0.0,3.7810642384005365e-80,0.0
None_NFE2,29257.0,29257.0,174484.0,332972.75,4615.79,23934.0,45.94602875410493,2.1891191786334623e-47,47.46185710545009,1.6052667840085493e-47,0.19845081067364514,1.2922232240109308e-50,0.19845081067364514,6.461116120054645e-51,0.0293535881683473,0.0065325875696043536,0.0,0.0,0.0,0.0,0.19845081067364514,6.461116120054645e-51,0.004087237402117696,6730.5,0.0,0.0,0.0,0.0
GM12878_NFE2,2088.0,2088.0,420315.0,917208.25,13248.175,68425.45,13.792149544288307,2.3820790086707913e-42,13.794294378573625,2.7592813411443887e-43,0.2332375478927203,3.3559863593824775e-50,0.2332375478927203,1.6779931796912428e-50,0.04262452107279693,0.022509387523938943,69.0,10.0,7.1,3.64e-12,0.2332375478927203,1.6779931796912428e-50,0.009369367127352769,904.0,8.38188583312698e-19,3.286794425502047e-19,1.0768357166602945e-05,2.414910526012608e-22
K562_NFE2,25143.0,25143.0,97323.5,167231.75,2212.82,11868.9,15.805566039130241,2.9181677165494573e-33,21.836827289823816,2.055325141782171e-100,0.13500956042190274,1.7023537196621596e-96,0.13500956042190274,8.511768598310802e-97,0.02537810401110195,0.000990177946973666,974.0,183.25,8.2675,9.717499999999997e-110,0.13500956042190274,8.511768598310802e-97,0.003096284708382523,9858.5,3.847023301960028e-49,1.1943255480277478e-89,1.2430976798396102e-117,9.682185472947402e-104
F5_NFE2,60794.0,60794.0,14140.5,31850.0,407.43,2199.5,89.13151778236141,0.0,88.0674751413977,0.0,0.2372109089712801,0.0,0.2372109089712801,0.0,0.023431588643616164,3.118391607413972e-15,0.0,0.0,0.0,0.0,0.2372109089712801,0.0,0.001600533720948421,15479.0,0.0,0.0,0.0,0.0
HepG2_NFIA,3630.0,3630.0,88030.5,533187.25,7515.385,39046.175,47.262748794372385,0.0,43.317683872157296,0.0,0.47341597796143253,0.0,0.47341597796143253,0.0,0.0005509641873278236,0.9988988300695067,119.0,9.0,13.64,5.22e-26,0.47341597796143253,0.0,0.006883823157025698,645.0,0.0,0.0,1.0471859574806203e-11,0.0
K562_NFIA,30088.0,30088.0,36447.0,64213.75,856.3050000000001,4630.8,37.61261137942655,4.934115828865629e-306,44.083506038239264,0.0,0.17879220951874503,0.0,0.17879220951874503,0.0,0.02452805105025257,1.3423892086037696e-08,1221.0,169.0,7.49,5.769999999999998e-201,0.17879220951874503,0.0,0.002039153932652984,7794.0,2.5523811520660206e-133,0.0,1.0898923213813876e-87,0.0
ECC-1_NFIC,74098.0,74098.0,14241.5,25539.75,311.47,1761.0,69.26936394174102,0.0,72.2166119231793,0.0,0.17766336473319122,0.0,0.17766336473319122,0.0,0.020891252125563475,8.83063435053183e-15,0.0,0.0,0.0,0.0,0.17766336473319122,0.0,0.0012440892183563173,10409.0,0.0,0.0,0.0,0.0
HepG2_NFIC,42367.5,42367.5,21908.75,49465.875,636.225,3465.0374999999995,66.12165399694439,0.0,72.31217653552001,0.0,0.24535197760690086,0.0,0.24535197760690086,0.0,0.025783438386774604,6.039312634297334e-10,1230.0,114.5,11.08,3.3149999999999984e-172,0.24535197760690086,0.0,0.002084130108388459,1943.0,0.0,0.0,1.22401215296043e-205,0.0
SK-N-SH_NFIC,88589.0,88589.0,11111.0,21341.0,255.88,1458.5,80.35461883803521,0.0,88.81178693611614,0.0,0.1989129575906715,0.0,0.1989129575906715,0.0,0.01980494192281207,7.95642148996876e-16,0.0,0.0,0.0,0.0,0.1989129575906715,0.0,0.0013095952480916071,13987.0,0.0,0.0,0.0,0.0
GM12878_NFIC,71963.0,71963.0,12020.0,26310.0,323.0,1815.55,88.06190633422324,0.0,91.25736574392207,0.0,0.229888970721065,0.0,0.229888970721065,0.0,0.025172658171560447,1.531997474336884e-20,2283.0,321.5,7.3,0.0,0.229888970721065,0.0,0.0015431396878355424,6446.0,0.0,0.0,0.0,0.0
HepG2_NFIL3,8040.0,8040.0,108946.5,222012.0,1143.835,13705.925,24.277886450196533,6.681968306757262e-128,25.46319460156942,5.043304710581872e-143,0.20870646766169154,1.2382433309488147e-153,0.20870646766169154,6.191216654744085e-154,0.026181592039800992,0.00404125338111923,359.0,13.0,28.86,1.6399999999999997e-90,0.20870646766169154,6.191216654744085e-154,0.004535220771540825,2761.0,5.868914063768895e-56,1.588819001906448e-62,1.0157857742578882e-39,2.9007729400541034e-67
L1236_NFKB1,45508.5,45508.5,22645.5,38477.0,385.0525,2369.4875,58.468282458651004,0.0,51.40495350340777,0.0,0.1585962264422643,0.0,0.1585962264422643,0.0,0.0145080141336274,0.0002676627725247916,0.0,0.0,0.0,0.0,0.1585962264422643,0.0,0.0019376422481151164,13620.5,0.0,0.0,0.0,0.0
GM12878_NFKB1,9029.5,9029.5,113521.0,182647.875,2055.495,11531.199999999999,18.840409143767683,2.64844219832314e-72,18.745718337718124,6.618434850513989e-72,0.14122770568952314,9.459736839752727e-74,0.14122770568952314,4.729868419876389e-74,0.019644761954184038,0.032305525271021304,391.0,45.5,8.940000000000001,2.5103499999999996e-70,0.14122770568952314,4.729868419876389e-74,0.00412800623444705,3186.0,3.854075702369552e-66,3.8824024438560886e-66,1.1196411451395229e-59,8.503898705187335e-67
L1236_NFKB2,28065.5,28065.5,25488.25,59818.75,463.03499999999997,3536.2625,60.775712852998986,0.0,55.375101699574216,0.0,0.23064213255285365,0.0,0.23064213255285365,0.0,0.020841193932584046,5.567357475006793e-06,0.0,0.0,0.0,0.0,0.23064213255285365,0.0,0.002599097972947278,11115.5,0.0,0.0,0.0,0.0
LoVo_NFYA,3753.5,3753.5,233462.0,560426.5,6769.7325,39617.7375,19.840483214606724,2.406933025696265e-64,19.913717881152117,8.870444280667607e-61,0.24992073659417902,2.5166413867462676e-73,0.24992073659417902,1.2583206933731344e-73,0.041377413338931704,0.004475427711100422,0.0,0.0,0.0,0.0,0.24992073659417902,1.2583206933731344e-73,0.006608490908342668,1815.5,2.2437476508398846e-73,8.55620261360908e-77,0.0,1.561375512742309e-88
HeLa_NFYA,11925.0,11925.0,67072.0,161993.5,1227.62,10465.0,33.689031734496346,4.1987967952333213e-243,37.435659767460734,1.0326461923860124e-306,0.2531236897274633,0.0,0.2531236897274633,0.0,0.03362683438155134,1.3465195288500495e-06,932.0,77.0,13.05,3.159999999999999e-194,0.2531236897274633,0.0,0.003456480561499442,3914.0,5.458340001059592e-106,1.2940397524971349e-133,9.201992043761151e-85,0.0
GM12878_NFYA,3289.0,3289.0,242677.0,589969.5,7217.76,41242.899999999994,19.655715376882483,1.2634002695084347e-83,19.516367907885034,8.075374865872764e-85,0.2538765582243843,1.719290870870971e-93,0.2538765582243843,8.596454354354859e-94,0.042262085740346615,0.002807990649441855,72.0,11.0,6.67,2.95e-12,0.2538765582243843,8.596454354354859e-94,0.006752391619529875,1519.0,9.946188435609441e-37,3.0126230142098742e-37,9.828954534669398e-06,3.820220617598608e-41
K562_NFYA,15985.5,15985.5,71164.75,155803.0,1209.7749999999999,10143.5875,36.482117871797456,1.6756977449377474e-142,43.47234688762936,1.7120864252342154e-180,0.24560313512397658,6.021813411745628e-186,0.24560313512397658,3.010906705872818e-186,0.03110442775421351,1.986566271304346e-05,900.5,94.5,10.395,2.9099999999999997e-102,0.24560313512397658,3.010906705872818e-186,0.0031679461384964986,6102.5,0.0,0.0,2.0017966380506733e-145,0.0
