,#TFBS_nonBlackList,#TFMS,TFBS_nonBlackList dis-to-neighbor median,TFMS dis-to-neighbor median,TFMS percentile-1,TFMS percentile-5,log10-dis T-test-s,log10-dis T-test-p,log10-dis Wilcoxon-rank-sum-s,log10-dis Wilcoxon-rank-sum-p,log10-dis ks_2samp-s,log10-dis ks_2samp-p,log10-dis ks_2samp-s less,log10-dis ks_2samp-p less,log10-dis ks_2samp-s greater,log10-dis ks_2samp-p greater,TFBS_nonBlackList overlap SE,TFMS overlap SE,fisher_exact_s,fisher_exact_p,log10-dis ks_2samp-s signed,log10-dis ks_2samp-p signed,log10-dis ks_2samp-s signed std,PeaksFCAbove10
MCF-7_ESR1_59375,43114.0,43114.0,22354.0,39226.5,533.565,2606.0,47.21291375021753,0.0,47.873349403279875,0.0,0.16461010344667626,0.0,0.16461010344667626,0.0,0.015029920675418695,5.80376559046901e-05,747.0,102.0,7.44,5.6499999999999984e-123,0.16461010344667626,0.0,0.002015985357022809,16130.0
MCF-7_ESR1_6549,7887.0,7887.0,95267.0,217279.0,2713.8900000000003,14263.849999999999,29.784234460972783,1.0735481717175094e-189,27.453883103272904,6.431184249011946e-166,0.23329529605680235,1.43699141909216e-188,0.23329529605680235,7.184957095460786e-189,0.0299226575377203,0.0008567593366041131,320.0,19.0,17.51,5.929999999999999e-73,0.23329529605680235,7.184957095460786e-189,0.004426067430862845,3014.0
MCF-7_ESR1_6550,6895.0,6895.0,109427.0,249136.0,3195.62,16442.9,28.198093909164754,4.4734874433676794e-170,25.68316477347482,1.802656240936636e-145,0.23110949963741845,8.527841531488766e-162,0.23110949963741845,4.263920765744386e-162,0.0280638143582306,0.004381739099228449,297.0,15.0,20.65,1.87e-70,0.23110949963741845,4.263920765744386e-162,0.004542012572237209,2764.0
MCF-7_ESR1_6551,16341.0,16341.0,52703.0,104074.5,1326.7,6906.5,35.87838199863236,1.5711737538164291e-276,34.17290493091269,6.114164500650297e-256,0.19705036411480326,2.0551424027325423e-278,0.19705036411480326,2.4350117310882935e-276,0.023682761152928226,0.00010216602954914304,409.0,37.5,11.16,8.229999999999999e-81,0.19705036411480326,2.4350117310882935e-276,0.003095497416837739,7303.0
MCF-7_ESR1_6552,18446.0,18446.0,44273.0,91855.75,1180.95,6107.125,40.12159302656555,0.0,38.565415855528805,0.0,0.20779572807112656,0.0,0.20779572807112656,0.0,0.022769164046405718,6.869610449063082e-05,453.0,43.0,10.77,2.1999999999999998e-88,0.20779572807112656,0.0,0.002586449524243394,8151.0
MCF-7_ESR1_6553,34715.0,34715.0,25914.0,48770.0,666.49,3256.45,46.237352470325504,0.0,46.3822922372796,0.0,0.18095923952182055,0.0,0.18095923952182055,0.0,0.01886792452830194,4.212903457688803e-06,622.0,83.0,7.61,6.929999999999997e-104,0.18095923952182055,0.0,0.0021856593965411944,17815.0
MCF-7_ESR1_6555,3697.0,3697.0,280951.0,471228.0,5926.46,30276.6,16.212518473869707,4.1032347730708804e-58,13.57348834897838,5.751818682001524e-42,0.1744657830673519,1.6282439106897818e-49,0.1744657830673519,8.141219553448903e-50,0.027048958615093318,0.06687969491515804,185.0,8.5,22.939999999999998,4.7689999999999996e-45,0.1744657830673519,8.141219553448903e-50,0.005545423677866437,1295.0
MCF-7_ESR1_6556,13559.0,13559.0,79076.0,125904.0,1612.6100000000001,8350.55,25.602583932419222,1.0425859532697448e-142,23.515365135321932,2.9521612158990887e-122,0.1503429456449591,3.019840288864688e-134,0.1503429456449591,6.911668460374766e-134,0.017405413378567713,0.01616215354700776,364.0,31.0,12.04,3.8799999999999994e-74,0.1503429456449591,6.911668460374766e-134,0.003721601682552159,4575.0
MCF-7_ESR1_6557,13509.0,13509.0,69355.0,126171.5,1592.32,8301.5,30.271729016998542,6.233749322567062e-198,28.306489099574478,2.9544674009907828e-176,0.17562365830187285,1.2912679787538681e-182,0.17562365830187285,1.0595555641310882e-181,0.01935746539344141,0.006212666352440974,377.0,31.0,12.48,1.1199999999999997e-77,0.17562365830187285,1.0595555641310882e-181,0.003300394341223582,4774.0
MCF-7_ESR1_6558,16932.0,16932.0,67549.5,100306.25,1273.81,6666.925,23.6043867749125,3.4437565426419827e-122,21.606910066145062,1.5523933518900236e-103,0.12680132293881408,4.18556218634129e-119,0.12680132293881408,5.313008544757744e-119,0.015355539806283958,0.018173407324062585,391.0,39.5,10.11,1.7099999999999996e-74,0.12680132293881408,5.313008544757744e-119,0.002876401386450914,7033.0
MCF-7_ESR1_6559,3244.0,3244.0,394352.5,536797.5,6620.58,35000.1,12.069765994649094,3.492810107876708e-33,9.119711078026974,7.533220327801301e-20,0.13471023427866832,4.5804261510490214e-26,0.13471023427866832,2.290213075524506e-26,0.020036991368680642,0.2719081805392505,161.0,8.0,21.12,6.22e-39,0.13471023427866832,2.290213075524506e-26,0.005250134273083249,772.0
MCF-7_ESR1_6560,2819.0,2819.0,507436.0,615624.0,8088.42,39767.25,7.2112381850719105,6.275506135452823e-13,5.626384723883045,1.840384199638762e-08,0.08194395175594182,1.1971815863321957e-08,0.08194395175594182,5.985907931660985e-09,0.012770485987938986,0.6314929805381659,107.0,6.0,18.5,2.0600000000000004e-25,0.08194395175594182,5.985907931660985e-09,0.006891329635820906,1257.0
MCF-7_ESR1_6561,3079.0,3079.0,474773.0,564170.5,7364.58,37299.2,7.019357376645054,2.4694442134977564e-12,5.507645180120878,3.640337013342749e-08,0.07729782396882104,2.016932757663988e-08,0.07729782396882104,1.0084663788319944e-08,0.013316011692107829,0.5793294536459819,110.0,7.0,16.26,2.6700000000000002e-25,0.07729782396882104,1.0084663788319944e-08,0.006189743491418062,1431.0
MCF-7_ESR1_6562,50664.0,50664.0,20944.5,33361.25,475.0,2225.2250000000004,42.23628067866732,0.0,42.963159556575384,0.0,0.13904350228959422,0.0,0.13904350228959422,0.0,0.014596162955945069,2.022973635886446e-05,717.0,117.0,6.2,1.0199999999999999e-106,0.13904350228959422,0.0,0.001961740115426888,24862.0
MCF-7_ESR1_6564,22761.0,22761.0,64597.0,74468.0,961.2,4947.0,11.693247597910098,1.5328213211328753e-31,10.010982254955753,1.3674352475110317e-23,0.058894600412987164,9.411060980696239e-35,0.058894600412987164,4.879756860220645e-35,0.007710557532621565,0.2564312984532756,400.0,55.0,7.38,2.7099999999999995e-66,0.058894600412987164,4.879756860220645e-35,0.002680684769188516,5685.0
MCF-7_ESR1_6565,21783.0,21783.0,46104.0,77668.0,1002.37,5154.15,32.33413150744654,1.1292622279305973e-226,31.389346016112114,2.83066763853825e-216,0.1584492494146812,2.516890046996136e-239,0.1584492494146812,2.669020532563741e-238,0.018385897259330708,0.0006224919925173927,455.0,51.5,9.004999999999999,1.8639999999999996e-82,0.1584492494146812,2.669020532563741e-238,0.0024388607973530726,10049.0
MCF-7_ESR1_6577,13103.0,13103.0,69884.0,129978.0,1645.88,8606.650000000001,30.080568522685045,1.8421486787458065e-195,28.115472479815846,6.445081562177423e-174,0.18591162329237576,1.1110541722941592e-198,0.18591162329237576,1.840759009730175e-197,0.022284972906967848,0.0014597398242044196,409.0,31.0,13.59,1.7499999999999997e-86,0.18591162329237576,1.840759009730175e-197,0.003146862041771604,5391.0
MCF-7_ESR1_6578,16303.0,16303.0,51793.0,104328.0,1334.62,6938.5,36.377421221158585,4.953833616928961e-284,34.897511998465326,8.118750876401132e-267,0.19931914371588053,2.6140631253846833e-284,0.19931914371588053,4.3139078427034766e-282,0.022511194258725387,0.0002524949051159765,470.0,39.0,12.38,2.9099999999999995e-96,0.19931914371588053,4.3139078427034766e-282,0.003078608974626441,6977.0
MCF-7_ESR1_6579,23294.0,23294.0,40949.5,72707.0,941.86,4831.8,36.81561728097948,1.6802642691249336e-292,35.32993927678625,2.1806594605769103e-273,0.17229758736155235,8.474062864952489e-303,0.17229758736155235,4.072315771515938e-301,0.01897484330728949,0.0002235544420172855,566.0,54.5,10.620000000000001,2.4494999999999997e-109,0.17229758736155235,4.072315771515938e-301,0.0024280674395613785,9044.0
MCF-7_ESR1_6580,7927.0,7927.0,98283.0,216004.0,2730.87,14176.1,28.88490992918996,7.671898291605178e-179,26.261295613556314,5.311022999613184e-152,0.2254320676170052,7.002596529902933e-177,0.2254320676170052,3.501298264951453e-177,0.02642866153652075,0.003939181875897439,323.0,18.0,18.66,9.139999999999999e-75,0.2254320676170052,3.501298264951453e-177,0.004047212740399521,3291.0
MCF-7_ESR1_6581,6161.0,6161.0,137055.0,279596.0,3525.3,18422.0,24.06117289132284,4.777818451432898e-125,21.658746020189934,5.0370097152407144e-104,0.21400746632040255,6.668415875391358e-124,0.21400746632040255,3.3342079376956796e-124,0.027998701509495214,0.007989207608105287,265.0,14.0,19.73,2.2899999999999997e-62,0.21400746632040255,3.3342079376956796e-124,0.0046810351210306396,2575.0
MCF-7_ESR1_68056,21140.0,21140.0,64584.5,80273.0,1038.8899999999999,5310.675,17.178331423735706,6.471140697023293e-66,14.699490087618525,6.509411364255694e-49,0.08166982024597919,8.957480768701557e-62,0.08166982024597919,5.360100213212937e-62,0.010737937559129662,0.08644475293568689,291.0,49.0,6.01,2.5500000000000002e-43,0.08166982024597919,5.360100213212937e-62,0.0026914680868439914,8496.0
MCF-7_ESR1_68057,45554.0,45554.0,30289.5,37084.25,511.56,2460.325,20.129565471828712,6.537049575707995e-90,19.528066693194766,6.357421318567647e-85,0.06918163059226412,3.122639343551888e-95,0.06918163059226412,1.921065163873245e-95,0.008056372656627342,0.051573611742739445,578.0,108.0,5.41,4.8899999999999995e-79,0.06918163059226412,1.921065163873245e-95,0.0016882243087538063,18204.0
MCF-7_ESR1_68872,5666.0,5666.0,48971.0,304410.0,3742.6,19737.75,60.274619021029835,0.0,54.603445451390215,0.0,0.4532297917402047,0.0,0.4532297917402047,0.0,0.0005294740557712672,0.9984129785740984,84.0,14.0,6.08,1.98e-13,0.4532297917402047,0.0,0.004650278943186937,1697.0
MCF-7_ESR1_68873,14501.0,14501.0,57466.0,117399.0,1512.0,7784.0,33.88764358545366,6.921315553459452e-247,32.76063477294787,2.1596151317071986e-235,0.2075718915936832,2.537345718498119e-274,0.2075718915936832,5.028472979421398e-272,0.018998689745534758,0.005231936326131369,457.0,35.5,13.26,1.3839999999999997e-95,0.2075718915936832,5.028472979421398e-272,0.0033293992866478407,3784.0
MCF-7_ESR1_68875,13293.0,13293.0,72693.0,127951.0,1606.68,8488.400000000001,27.61698149200547,1.5830609399761e-165,26.73391848469802,1.9002871541421954e-157,0.17475362972993302,5.978555716437269e-178,0.17475362972993302,4.436870317686115e-177,0.01707665688708349,0.02037436532048864,418.0,32.0,13.45,4.259999999999999e-88,0.17475362972993302,4.436870317686115e-177,0.003343706140476842,1336.0
MCF-7_ESR1_71063,2788.0,2788.0,286489.0,626944.5,7960.52,41117.3,17.814502243714863,4.3560682763716725e-69,15.613024261320124,5.935788538428752e-55,0.22381635581061693,1.3841491705086093e-61,0.22381635581061693,6.920745852543064e-62,0.031743185078909615,0.06027573253618699,131.0,6.0,22.86,2.37e-32,0.22381635581061693,6.920745852543064e-62,0.007244608929320865,915.0
MCF-7_ESR1_71065,4936.0,4936.0,146637.0,350832.25,4392.625,22723.25,25.04715185546702,2.761463837110638e-134,23.385739130488005,5.978603269068796e-121,0.2446312803889789,5.362575964416422e-130,0.2446312803889789,2.6812879822082167e-130,0.02957860615883306,0.013317599973498965,175.0,12.0,15.08,7.44e-39,0.2446312803889789,2.6812879822082167e-130,0.0051721000454873255,1862.0
MCF-7_ESR1_71855,23729.0,23729.0,38513.0,71458.5,919.48,4737.9,39.42824704442485,0.0,39.70051010769693,0.0,0.17969573096211386,0.0,0.17969573096211386,0.0,0.018816637869273956,0.00022035326201823953,574.0,56.0,10.48,1.8699999999999994e-110,0.17969573096211386,0.0,0.0023495672756590168,8095.0
MCF-7_ESR1_71856,11242.0,11242.0,87963.5,152193.75,1965.42,9982.775,25.106121699965193,3.3210123802975984e-137,24.192638188770104,2.692615208737479e-129,0.16625155666251554,2.9566092352248106e-136,0.16625155666251554,9.594228197981861e-136,0.02134851449919939,0.005828521025170487,350.0,26.0,13.86,1.2099999999999997e-74,0.16625155666251554,9.594228197981861e-136,0.003328905270825912,3492.0
MCF-7_ESR1_71857,22652.0,22652.0,40117.0,74975.0,972.54,5008.825,37.52490677301783,1.6967562153302747e-303,37.7534436486157,0.0,0.18060215433515805,0.0,0.18060215433515805,1.11e-321,0.01977750309023485,0.00013913040662124243,522.0,52.0,10.25,1.0199999999999996e-99,0.18060215433515805,1.11e-321,0.002556413469143155,8993.0
MCF-7_ESR1_71858,3801.0,3801.0,287756.0,456757.0,5632.5,29548.5,14.771313339753803,1.0584978925251029e-48,12.433078326854924,1.7286749890298472e-35,0.16232570376216784,4.140178435502136e-44,0.16232570376216784,2.0700892177510718e-44,0.02394106813996317,0.11320457176834907,187.0,8.0,24.53,2.17e-46,0.16232570376216784,2.0700892177510718e-44,0.0057928255316213135,1224.0
MCF-7_ESR1_71859,45035.0,45035.0,22114.0,37549.0,520.3399999999999,2493.35,45.141444809236674,0.0,47.12220373937444,0.0,0.15466859109581438,0.0,0.15466859109581438,0.0,0.014655268124791843,6.20771724198419e-05,773.0,107.5,7.295,6.904999999999999e-126,0.15466859109581438,0.0,0.0017839133589170658,16666.0
MCF-7_ESR1_71863,68851.0,68851.0,15477.0,24597.5,385.75,1643.5,46.955576584978715,0.0,50.88824868510204,0.0,0.1369987364017952,0.0,0.1369987364017952,0.0,0.012839319690345852,1.161982431371887e-05,888.0,163.0,5.51,4.269999999999999e-122,0.1369987364017952,0.0,0.001572849246772744,28756.0
MCF-7_ESR1_72992,59117.0,59117.0,18951.0,28638.5,440.08000000000004,1903.8,35.40163980427789,4.388503646513878e-273,40.44136403176202,0.0,0.12404215369521457,0.0,0.12404215369521457,0.0,0.012661332611600684,7.563489844501285e-05,684.0,142.0,4.86,2.4899999999999998e-86,0.12404215369521457,0.0,0.0017163632468985561,13986.0
MCF-7_ESR1_72993,62806.0,62806.0,17528.0,26924.0,417.525,1800.0,37.149097680240644,1.9649065526321147e-300,43.705392242938004,0.0,0.12868197305989873,0.0,0.12868197305989873,0.0,0.012681909371716094,4.051873127274613e-05,702.0,149.0,4.75,4.879999999999998e-87,0.12868197305989873,0.0,0.0015595436041106413,15541.0
MCF-7_ESR1_74120,8325.0,8325.0,155396.0,206182.0,2622.56,13557.7,15.160343324790755,1.4342062792073932e-51,12.569061375196029,3.124181811019757e-36,0.10726726726726729,4.289539209399197e-42,0.10726726726726729,2.144769604699611e-42,0.012252252252252252,0.2865947912918503,194.0,18.0,11.01,7.28e-39,0.10726726726726729,2.144769604699611e-42,0.00408950765694662,2750.0
MCF-7_ESR1_74121,19082.0,19082.0,48022.0,89050.0,1145.645,5981.5,35.77893765760878,8.696881457100375e-276,33.571518766917556,4.3773454132134385e-247,0.17789015826433288,1.5560180389786346e-264,0.17789015826433288,5.418846079074006e-263,0.02125039304056181,0.00017722835021693502,315.0,45.5,7.025,4.82e-51,0.17789015826433288,5.418846079074006e-263,0.0027015549762995014,7855.0
MCF-7_ESR1_74157,7606.0,7606.0,124008.5,226195.75,2876.425,14944.5,22.121888673231965,9.337112578219572e-107,20.93664985338841,2.483650088871806e-97,0.1832763607678149,5.273162320576836e-112,0.1832763607678149,2.636581160288418e-112,0.022219300552195637,0.023397550703522608,199.0,18.0,11.33,3.03e-40,0.1832763607678149,2.636581160288418e-112,0.004612540420121452,3548.0
MCF-7_ESR1_74158,6780.0,6780.0,133211.5,254271.25,3149.79,16573.1,22.062126592684336,5.372097832888256e-106,20.689005730418053,4.376638185897647e-95,0.1902654867256637,1.1536895217468385e-107,0.1902654867256637,5.768447608734185e-108,0.025958702064896755,0.010369278990987664,189.0,16.0,12.12,3.55e-39,0.1902654867256637,5.768447608734185e-108,0.004411353947945596,3350.0
MCF-7_ESR1_74159,5173.0,5173.0,223887.0,334148.0,4171.96,21859.4,13.78544835372129,7.515500809443561e-43,12.764535345515014,2.5897921120991027e-37,0.13193504736129905,1.2247457253520358e-39,0.13193504736129905,6.123728626760169e-40,0.017977962497583606,0.18789368732835549,144.0,13.0,11.37,1.7700000000000001e-29,0.13193504736129905,6.123728626760169e-40,0.004841709148050419,2024.0
MCF-7_ESR1_74381,7954.0,7954.0,130073.0,216069.0,2803.7200000000003,14330.349999999999,19.473260946651777,1.7329217394489024e-83,19.20245068638742,3.531988784559273e-82,0.15281619311038472,2.113314739057928e-81,0.15281619311038472,1.0566573695289588e-81,0.02231581594166457,0.019045593309269755,173.0,19.0,9.29,1.33e-32,0.15281619311038472,1.0566573695289588e-81,0.004892429323774088,2581.0
MCF-7_ESR1_74384,5080.0,5080.0,174041.0,340047.0,4414.985000000001,22280.45,20.449818293811227,4.060470860328244e-91,19.813597680385882,2.289694917769804e-87,0.1940944881889764,4.628498014792042e-84,0.1940944881889764,2.3142490073960156e-84,0.025196850393700787,0.03974700899991849,154.0,13.0,12.19,3.39e-32,0.1940944881889764,2.3142490073960156e-84,0.005367853310971008,1818.0
MCF-7_ESR1_74394,4015.0,4015.0,234311.0,432316.0,5578.13,27919.35,16.802799304583125,2.7703086490894425e-62,16.231838771847563,3.0079887142800995e-59,0.17945205479452053,7.205964225434526e-57,0.17945205479452053,3.602982112717269e-57,0.025404732254047324,0.07492716878363519,149.0,9.0,17.16,2.2599999999999996e-34,0.17945205479452053,3.602982112717269e-57,0.007096361067053617,1151.0
MCF-7_ESR1_74395,4443.0,4443.0,236112.0,389384.0,4894.92,25681.4,15.574203076530932,5.644850448703287e-54,14.76000866540879,2.7163658481448374e-49,0.15485032635606572,7.098269102496005e-47,0.15485032635606572,3.5491345512479967e-47,0.020931802835921675,0.14276137648386913,136.0,9.0,15.56,1.1599999999999999e-30,0.15485032635606572,3.5491345512479967e-47,0.005720669686777091,1285.0
MCF-7_ESR1_74396,17132.0,17132.0,59717.0,99084.0,1258.2350000000001,6593.1,28.896827657779994,2.032592245137464e-181,27.676907444127345,1.386832580930107e-168,0.15701611020312867,6.415153671489627e-185,0.15701611020312867,3.143398546570874e-184,0.015584870417931385,0.015348381166048176,348.0,41.0,8.64,2.32e-62,0.15701611020312867,3.143398546570874e-184,0.0030876302164394133,7949.0
MCF-7_ESR1_74397,12132.0,12132.0,83644.5,140349.5,1779.375,9320.4,25.098077749769494,3.007516565116232e-137,24.937536892819303,2.975417212462191e-137,0.1527777777777778,7.073060887536178e-124,0.1527777777777778,1.4600087377556283e-123,0.017185954500494593,0.027314715459413535,261.0,28.0,9.5,4.9700000000000006e-49,0.1527777777777778,1.4600087377556283e-123,0.0036418463414377242,2248.0
MCF-7_ESR1_74398,15448.0,15448.0,77623.5,110060.75,1386.35,7256.2,18.420109117811847,2.3043255257483107e-75,18.563476889194387,6.4695925697500645e-77,0.10849300880372864,1.2424896595379203e-79,0.10849300880372864,9.62180306270568e-80,0.012040393578456763,0.10523560354756388,301.0,36.0,8.51,9.85e-54,0.10849300880372864,9.62180306270568e-80,0.0032572451181789716,6224.0
MCF-7_ESR1_74399,31189.0,31189.0,33809.0,54238.0,726.5,3629.4,37.09518195963703,6.113540454232066e-298,36.455258459458044,5.798047957450087e-291,0.14256628939690277,5.143343113125078e-277,0.14256628939690277,4.306115239778665e-276,0.015037352912885991,0.000852313731839441,483.0,74.0,6.61,3.8099999999999995e-75,0.14256628939690277,4.306115239778665e-276,0.0023999300548306107,8978.0
MCF-7_ESR1_74400,45710.0,45710.0,27155.0,36956.0,508.09,2454.45,24.47365701470915,7.511341098640776e-132,27.58822560058819,1.812953968450225e-167,0.09668562677751039,2.062588667727047e-186,0.09668562677751039,2.427049939255932e-186,0.009352439291183567,0.018179115027856282,558.0,107.5,5.244999999999999,1.1704999999999998e-74,0.09668562677751039,2.427049939255932e-186,0.0019472371803852253,20152.0
MCF-7_ESR1_74401,24462.0,24462.0,40972.0,68979.5,898.745,4587.575000000001,37.68304923985344,2.3520042561850486e-306,36.3792004241939,9.816720363505353e-290,0.15460714577712373,9.38786306845654e-256,0.15460714577712373,1.0251267952005288e-254,0.017516965088709036,0.0005402962524840293,351.0,59.0,6.02,4.8299999999999996e-52,0.15460714577712373,1.0251267952005288e-254,0.002567887345377615,4034.0
MCF-7_ESR1_76100,20893.0,20893.0,48325.0,81198.5,1061.56,5426.799999999999,27.451007270601785,1.969014212964074e-164,30.241032622095034,6.86548263849446e-201,0.15184511558895325,9.52731479340773e-211,0.15184511558895325,5.332772576567596e-210,0.01756569185851731,0.001558276924207323,466.0,51.0,9.32,8.009999999999998e-86,0.15184511558895325,5.332772576567596e-210,0.0029586163709105504,6050.0
MCF-7_ESR1_76101,4657.0,4657.0,207161.0,370945.5,4648.46,24076.3,16.71592783546793,7.97554978192319e-62,16.104663192754252,2.3659287403990757e-58,0.1759716555722568,2.2818698701590336e-63,0.1759716555722568,1.1409349350795149e-63,0.025767661584711183,0.04540515706192588,224.0,11.0,21.34,7.54e-54,0.1759716555722568,1.1409349350795149e-63,0.0055877464246910065,1303.0
MCF-7_ESR1_76102,31227.0,31227.0,32785.0,54192.5,722.54,3601.45,36.45100001672792,7.179626575584681e-288,36.88636816490001,7.666734504818718e-298,0.1487654914016716,4.6196512030073707e-302,0.1487654914016716,6.928581374506692e-301,0.01671630319915457,0.00015963404627750326,602.0,74.5,8.219999999999999,2.6399999999999993e-104,0.1487654914016716,6.928581374506692e-301,0.002377208999068709,10940.0
MCF-7_ESR1_76103,18966.0,18966.0,50386.5,89407.25,1157.575,5933.125,32.76173304311651,3.746547471537321e-232,32.57189006011946,1.0575370724597428e-232,0.16795845196667722,6.317021654800222e-234,0.16795845196667722,8.739409712132246e-233,0.019851312875672267,0.0005565874570563668,480.0,45.0,10.92,4.929999999999999e-94,0.16795845196667722,8.739409712132246e-233,0.0028822631904564353,6340.0
MCF-7_ESR1_76104,41623.0,41623.0,25153.0,40619.5,554.22,2705.1,39.13544233077269,0.0,40.47793021242228,0.0,0.14334622684573434,0.0,0.14334622684573434,0.0,0.01479950988636092,0.00010822506112025194,667.0,97.0,6.97,2.749999999999999e-106,0.14334622684573434,0.0,0.0017863344564219034,17053.0
MCF-7_ESR1_76105,51593.0,51593.0,20716.0,32810.0,474.0,2181.1,41.09566252675491,0.0,43.24704425952411,0.0,0.13769309790087805,0.0,0.13769309790087805,0.0,0.014682224332758342,1.4572649912741632e-05,719.0,123.0,5.91,6.579999999999999e-104,0.13769309790087805,0.0,0.001786632332911502,21798.0
MCF-7_ESR1_76106,48191.0,48191.0,22020.0,35120.0,481.85,2336.25,40.475825840136864,0.0,42.437124954843505,0.0,0.1397563860471872,0.0,0.1397563860471872,0.0,0.014878296777406597,2.294026060183219e-05,712.0,113.0,6.38,8.479999999999997e-108,0.1397563860471872,0.0,0.0018453453476812048,19414.0
MCF-7_ESR1_76107,47472.0,47472.0,22410.0,35632.0,494.5,2373.55,39.95120437225885,0.0,42.04094285808925,0.0,0.13838683855746542,0.0,0.13838683855746542,0.0,0.014819261880687551,2.9237298911545213e-05,697.0,111.0,6.36,2.4399999999999996e-105,0.13838683855746542,0.0,0.0020744429191423665,18030.0
MCF-7_ESR1_76108,54359.0,54359.0,19040.0,31124.0,467.0,2074.45,45.75258970429471,0.0,47.47675198581541,0.0,0.1456060633933663,0.0,0.1456060633933663,0.0,0.015094096653728017,4.119861755436215e-06,772.0,129.0,6.06,3.9799999999999983e-113,0.1456060633933663,0.0,0.0017964334606755065,22607.0
MCF-7_ESR1_81409,4360.0,4360.0,259197.0,398265.0,5190.495,25936.5,13.900132839538347,1.836788513014548e-43,12.290432699748479,1.0196485049568952e-34,0.14564220183486237,1.03758853505815e-40,0.14564220183486237,5.187942675290763e-41,0.02408256880733945,0.07976869378391148,162.0,10.0,16.79,4.44e-37,0.14564220183486237,5.187942675290763e-41,0.005869130167616534,1348.0
MCF-7_ESR1_82326,9878.0,9878.0,99609.5,173073.5,2261.545,11519.55,24.075686720864933,2.953567447575449e-126,22.273490678700632,6.679244160580906e-110,0.1753391374772221,5.4175790039843934e-133,0.1753391374772221,2.7087895019921795e-133,0.021866774650739017,0.008885267813003769,327.0,23.0,14.67,5.26e-71,0.1753391374772221,2.7087895019921795e-133,0.0038902472531408432,3562.0
MCF-7_ESR1_82327,5985.0,5985.0,182799.0,288062.5,3692.3,18818.1,16.408450382777783,7.479829258287115e-60,15.018980420719998,5.793923725051116e-51,0.14594820384294072,5.568625775305495e-56,0.14594820384294072,2.784312887652756e-56,0.023725981620718463,0.034419774973961814,203.0,13.0,16.13,1.0899999999999999e-45,0.14594820384294072,2.784312887652756e-56,0.004735896128024248,1868.0
MCF-7_ESR1_82328,15274.0,15274.0,62115.5,111608.75,1405.475,7420.9,31.020270354206115,4.8881850736222375e-208,29.23138811730435,8.18153227698777e-188,0.1758216577189996,5.884620832411835e-207,0.1758216577189996,7.411350428623636e-206,0.020361398454890656,0.001741939174996323,437.0,36.0,12.47,8.379999999999999e-90,0.1758216577189996,7.411350428623636e-206,0.0035655631729094375,5595.0
MCF-7_ESR1_82330,10539.0,10539.0,91104.0,162009.5,2048.25,10700.35,25.73354349329778,8.249436590848253e-144,24.208555155868623,1.8229303214483813e-129,0.17990321662396813,1.1177208954924021e-149,0.17990321662396813,6.501902584598852e-149,0.022535344909384192,0.0046334733301800265,361.0,24.5,15.23,6.815e-79,0.17990321662396813,6.501902584598852e-149,0.0034510389485345266,3905.0
MCF-7_ESR1_82425,6716.0,6716.0,99636.5,255183.75,3247.5,16900.0,30.486226641524226,2.0086065322441584e-197,27.682618508464643,1.1486221541201236e-168,0.2581893984514592,4.594350572497675e-197,0.2581893984514592,2.2971752862488322e-197,0.03067301965455628,0.0018014513997635442,291.0,16.0,18.97,9.179999999999998e-68,0.2581893984514592,2.2971752862488322e-197,0.004515639117419619,2234.0
MCF-7_ESR1_82427,3334.0,3334.0,200619.5,521531.0,6794.1,34324.65,23.118045481015777,8.292372269399114e-114,20.25007111810689,3.668464939792604e-91,0.2651469706058788,2.2699347171149666e-103,0.2651469706058788,1.134967358557484e-103,0.03209358128374325,0.03225482185742338,174.0,8.0,22.89,1.0599999999999999e-42,0.2651469706058788,1.134967358557484e-103,0.006017460660470059,1132.0
MCF-7_ESR1_83180,17983.0,17983.0,53740.0,94388.5,1235.1100000000001,6274.2,31.168329425372264,1.8804046730348344e-210,30.542233580241835,7.190698793872651e-205,0.1710782405605294,1.4497440629453706e-230,0.1710782405605294,2.255236466570292e-229,0.02024133904242892,0.000618577079579111,408.0,42.0,9.92,3.139999999999999e-77,0.1710782405605294,2.255236466570292e-229,0.002694535228554677,8100.0
MCF-7_ESR1_83182,13363.0,13363.0,68960.0,127577.5,1590.9099999999999,8408.099999999999,29.93562713766221,1.0706206861223055e-193,28.096635015510227,1.0778393525737515e-173,0.18412781561026714,9.57459994347976e-199,0.18412781561026714,1.485111567043327e-197,0.021813963930255198,0.0016945053061074552,332.0,31.0,10.96,1.5699999999999998e-65,0.18412781561026714,1.485111567043327e-197,0.002860532889148039,6426.0
MCF-7_ESR1_83183,15535.0,15535.0,60802.0,109475.5,1395.23,7294.95,28.847268469509224,1.3500127900251202e-180,28.96935212344477,1.7017636846798592e-184,0.17473447055037014,7.711973800583975e-208,0.17473447055037014,9.728785059043964e-207,0.022046990666237498,0.0005141920823025638,360.0,37.0,9.94,2.3299999999999996e-68,0.17473447055037014,9.728785059043964e-207,0.0030181319227803737,6831.0
MCF-7_ESR1_83186,13685.0,13685.0,68178.0,123999.5,1554.6799999999998,8205.099999999999,29.544069861309417,7.253403340944653e-189,28.052122602848527,4.553317645103403e-173,0.18162221410303256,5.795096590592188e-198,0.18162221410303256,7.553565296401455e-197,0.02119108512970413,0.0020983461907213953,354.0,33.5,10.825,2.4799999999999994e-69,0.18162221410303256,7.553565296401455e-197,0.0031641236573091273,6145.0
